ID,Name,Works API URL,Works Count,H-Index,Country Code
https://openalex.org/A5082130337,A. Marthe Möller,https://api.openalex.org/works?filter=author.id:A5082130337,13.0,6.0,NL
https://openalex.org/A5014647140,Aaron Clauset,https://api.openalex.org/works?filter=author.id:A5014647140,284.0,48.0,US
https://openalex.org/A5089395967,Aaron Nichols,https://api.openalex.org/works?filter=author.id:A5089395967,10.0,2.0,US
https://openalex.org/A5053043999,Aaron J. Schein,https://api.openalex.org/works?filter=author.id:A5053043999,19.0,16.0,US
https://openalex.org/A5082332656,Abdul Basit Adeel,https://api.openalex.org/works?filter=author.id:A5082332656,9.0,4.0,US
https://openalex.org/A5064296964,Abdullah Almaatouq,https://api.openalex.org/works?filter=author.id:A5064296964,97.0,13.0,US
https://openalex.org/A5113886631,Abigail L. Horn,https://api.openalex.org/works?filter=author.id:A5113886631,25.0,8.0,US
https://openalex.org/A5045620226,Abigail Z. Jacobs,https://api.openalex.org/works?filter=author.id:A5045620226,39.0,11.0,US
https://openalex.org/A5073592405,Abraham Bernstein,https://api.openalex.org/works?filter=author.id:A5073592405,384.0,53.0,CH
https://openalex.org/A5068763840,A Israeli,https://api.openalex.org/works?filter=author.id:A5068763840,108.0,19.0,IL
https://openalex.org/A5083303782,S. Kellogg,https://api.openalex.org/works?filter=author.id:A5083303782,81.0,11.0,FR
https://openalex.org/A5054913386,Adam J. Berinsky,https://api.openalex.org/works?filter=author.id:A5054913386,214.0,41.0,US
https://openalex.org/A5071293344,Adam Fourney,https://api.openalex.org/works?filter=author.id:A5071293344,82.0,20.0,US
https://openalex.org/A5074354806,Ádám Stefkovics,https://api.openalex.org/works?filter=author.id:A5074354806,37.0,5.0,HU
https://openalex.org/A5109586591,Anil K. Gulati,https://api.openalex.org/works?filter=author.id:A5109586591,53.0,21.0,US
https://openalex.org/A5031106143,Adrián Arnaiz-Rodríguez,https://api.openalex.org/works?filter=author.id:A5031106143,13.0,3.0,ES
https://openalex.org/A5018574266,Adrian Zhou,https://api.openalex.org/works?filter=author.id:A5018574266,9.0,3.0,US
https://openalex.org/A5040820784,Afsaneh Razi,https://api.openalex.org/works?filter=author.id:A5040820784,49.0,14.0,US
https://openalex.org/A5086011172,Agnieszka Czaplicka,https://api.openalex.org/works?filter=author.id:A5086011172,19.0,7.0,DE
https://openalex.org/A5102415619,Ahana Bhattacharya,https://api.openalex.org/works?filter=author.id:A5102415619,8.0,4.0,IN
https://openalex.org/A5075314395,Akhil Arora,https://api.openalex.org/works?filter=author.id:A5075314395,38.0,16.0,US
https://openalex.org/A5026854954,A. Inomata,https://api.openalex.org/works?filter=author.id:A5026854954,74.0,18.0,JP
https://openalex.org/A5028932589,Akira Gotō,https://api.openalex.org/works?filter=author.id:A5028932589,558.0,44.0,JP
https://openalex.org/A5082554858,Akira Matsui,https://api.openalex.org/works?filter=author.id:A5082554858,637.0,53.0,JP
https://openalex.org/A5038976962,Albert‐László Barabási,https://api.openalex.org/works?filter=author.id:A5038976962,666.0,154.0,US
https://openalex.org/A5033831688,Alberto Acerbi,https://api.openalex.org/works?filter=author.id:A5033831688,162.0,29.0,IT
https://openalex.org/A5043488321,Aleksei Gorgadze,https://api.openalex.org/works?filter=author.id:A5043488321,7.0,3.0,RU
https://openalex.org/A5079161259,Aleksi Aaltonen,https://api.openalex.org/works?filter=author.id:A5079161259,44.0,9.0,US
https://openalex.org/A5011228873,Alessandro Flammini,https://api.openalex.org/works?filter=author.id:A5011228873,257.0,67.0,IT
https://openalex.org/A5058373325,Francesco Piazza,https://api.openalex.org/works?filter=author.id:A5058373325,236.0,36.0,IT
https://openalex.org/A5025069859,Alessia Antelmi,https://api.openalex.org/works?filter=author.id:A5025069859,33.0,8.0,IT
https://openalex.org/A5089055856,Alex McAvoy,https://api.openalex.org/works?filter=author.id:A5089055856,50.0,16.0,US
https://openalex.org/A5007176508,Alex Pentland,https://api.openalex.org/works?filter=author.id:A5007176508,1033.0,122.0,US
https://openalex.org/A5029104172,Alex Rutherford,https://api.openalex.org/works?filter=author.id:A5029104172,53.0,13.0,DE
https://openalex.org/A5037451955,Alexander Furnas,https://api.openalex.org/works?filter=author.id:A5037451955,51.0,6.0,US
https://openalex.org/A5047198701,Alexander J. Gates,https://api.openalex.org/works?filter=author.id:A5047198701,45.0,13.0,US
